Date,Price,Open,High,Low,Volume,Change,Trend,Seasonal,Residual,rsi,mfi,adi,vpt,atr,bb,MovingAverage30,MovingAverage50,MovingAverage100,MovingAverage200,VAR_Price,VAR_Open,VAR_High,VAR_Low,VAR_Change,Kalman
2017-01-01,0.011314594210160504,0.009589897204922093,0.009199651337415064,0.012025717045870951,0.04105535818496411,-0.043417038253930895,0.0,0.29682779729202974,-0.18326625355187798,0.0,0.0,-0.12249488839515074,-0.2153872011963074,0.18251268201504167,0.0,0.0,0.0,0.0,0.0,-0.1782481174608098,-1.0,-1.0,-1.0,-0.03046301969777615,0.0
2017-01-02,0.012478381043205589,0.011313923668728312,0.010780185043215262,0.013918962434902343,0.06542237875359617,-0.09786435109129302,0.0,0.4660830713440549,-0.18326625355187798,0.0,0.6197298553347113,-0.11378468308715492,-0.20191157829684114,0.16937140457019048,0.04888968260265112,0.0,0.0,0.0,0.0,0.02296112789899036,0.9613859988488344,0.40925224215745465,0.5547199747961077,-0.10816015324524836,0.018667656678069362
2017-01-03,0.013356609069994238,0.012477641531797513,0.010979720859894349,0.014823944834937867,0.05502032291421375,-0.1246186341234451,0.0,0.4228919471430578,-0.18326625355187798,0.0,0.7516359814538953,-0.0961222359884335,0.10063891255487814,0.15669336031099365,0.04966822487971901,0.0,0.0,0.0,0.0,-0.017070235703272377,0.9613717646627551,0.4044851917408308,0.5522139362274952,-0.13929719051114198,0.022259142489997386
2017-01-04,0.018857657016934183,0.013355817511798804,0.0169132859348253,0.01570116703865329,0.15891802238080122,0.26402252992255354,0.0,0.45529256491474535,-0.18326625355187798,0.0,0.8800979412608081,0.015875473903515264,0.2232225644054381,0.14861783034803128,0.05514457810066247,0.0,0.0,0.0,0.0,0.11640513217552334,0.9613656246427082,0.4299532239612267,0.5496459172304394,0.2540999685679203,0.02602457842867717
2017-01-05,0.010985932187865366,0.01885653944788053,0.017023555728253217,0.00749525300642926,0.24465307710421502,-0.8033325510443556,0.0,0.4646470475729959,-0.18326625355187798,0.0,0.5115164419964601,-0.07691192401762627,-0.054258325553435655,0.14682047438567447,0.05435542172529084,0.0,0.0,0.0,0.0,0.12475710234578577,0.9614622727665222,0.4011633242355851,0.4856401408591637,-0.7931286735897315,0.020027264767041815
2017-01-06,0.0054310052208770485,0.01098528112406525,0.010554394513815235,0.006273804368344495,0.1978438258269941,-0.6892748181178125,0.0,-0.02905713626660128,-0.18326625355187798,0.0,0.39014496423426176,-0.33664004850088836,-0.36604646399135926,0.14130242384929267,0.055180061334873375,0.0,0.0,0.0,0.0,-0.04042215875327302,0.9611180317759049,0.39171505110928534,0.517456005069989,-0.7819331027403377,0.01505636123922132
2017-01-07,0.005576478575007676,0.005430683360989591,0.003911952195419073,0.003730970385422569,0.13269787965968077,-0.185167800985684,0.0,-0.07990564884627335,-0.18326625355187798,0.0,0.46975944652814794,-0.18951013245041548,-0.09275954693307772,0.13310914699895424,0.05493346889608612,0.0,0.0,0.0,0.0,-0.07432503784213311,0.9611710857523525,0.39220305304746544,0.5323031074592796,-0.2587584778939126,0.014566408230041086
2017-01-08,0.006223026815588277,0.0055761480938732386,0.005760283970972793,0.00756742951686154,0.07766731850153061,-0.1363529687866697,0.0,-0.24759110049162486,-0.18326625355187798,0.0,0.5091846756754151,-0.07575523179787175,0.09320263728832119,0.12421173943524626,0.054382715688674935,0.0,0.0,0.0,0.0,-0.05553342141594915,0.9613295073938997,0.4092608797663232,0.5476081657079974,-0.15902192799226605,0.014975418171716312
2017-01-09,0.006163759893535056,0.0062226580178005725,0.004416042679660996,0.007295379592924478,0.06299591494066936,-0.20535085660643032,0.0,-0.15252608209391483,-0.18326625355187798,0.0,0.48052121670578835,-0.1490137289378959,0.08905732812924116,0.11516254974948438,0.05384808625600271,0.0,0.0,0.0,0.0,-0.020897505269592595,0.9613556062672864,0.40127413270949386,0.5470159400255143,-0.2264572811860815,0.014926624116720286
2017-01-10,0.006411603385757622,0.006163394608107234,0.004458050220014491,0.00836137113161664,0.05391459256908255,-0.17578033325510434,0.0,-0.1859681264409796,-0.18326625355187798,0.0,0.5047316929110933,-0.11524044798351024,0.082385498512431,0.10605989854778723,0.053334121472899856,0.0,0.0,0.0,0.0,-0.016940812260982503,0.9613368635459152,0.4025887085078182,0.5478399297698232,-0.20270586048959757,0.014480765825201775
