Date,Date,Price,Open,High,Low,Vol,Change,Trend,Seasonal,Residual,rsi,mfi,adi,vpt,atr,bb,Moving_Average_30,VAR_Price,VAR_Open,VAR_High,VAR_Low,VAR_Change,Price_Kalman_smooth
2019-03-15,2019-03-15,3924.3,3879.0,3935.7,3874.8,3.11,1.17,987.8308333333332,-235.31197524928754,212.98114191595434,25.037101396648303,35.35516146121314,2.9953892169079674,-0.04209220232558194,182.66687584641858,4673.051051061317,4437.9766666666665,-27.054116064724226,-18.273170876886525,-55.18805910384981,61.65063412618247,0.45268047514819865,3929.857681369597
2019-03-14,2019-03-14,3879.0,3865.1,3914.7,3828.4,2.86,0.36,992.2175,-189.7841547364674,179.9666547364674,21.761779544019127,34.76530932565244,2.4394541323941916,-0.09674507629395296,176.46924185738868,4455.896261260629,4398.883333333333,-28.690401285856115,19.254091375313237,-14.363808280025296,35.549569000813335,-0.36954779275990746,3889.030702351803
2019-03-13,2019-03-13,3865.1,3885.9,3894.7,3847.4,2.28,-0.54,996.3616666666667,-270.0812701210826,277.7196034544159,20.79847007503878,27.998578079922282,-0.07982611422370273,-0.04118444248824331,167.24286743900376,4152.992940889505,4359.246666666667,-27.04542003197865,52.78073247132761,-25.518891297204846,75.31648964535088,-1.2961471884684728,3874.102724422512
2019-03-12,2019-03-12,3886.0,3870.3,3900.1,3817.1,2.9,0.41,999.4183333333333,-279.42800089031357,293.0096675569803,26.44719051338258,35.05167141896031,1.3410835731934063,0.007511206706821764,161.2255197647892,4133.335352802229,4321.360000000001,-27.070463093569515,21.97864424647014,-30.39870082196012,12.914995966120387,-0.4006833518328132,3882.419536483049
2019-03-11,2019-03-11,3870.3,3915.2,3935.5,3842.4,3.19,-1.15,1002.9475,-290.714475249288,319.56697524928796,24.90745162315298,34.802416048235145,0.6366429412602217,0.0027932939504183695,156.3594112101614,4121.424036816217,4273.443333333334,-25.94356024854088,75.8760780789139,8.308440390344003,59.786067107134386,-1.844609090409956,3881.491688970351
2019-03-10,2019-03-10,3915.2,3944.4,3944.5,3889.2,1.89,-0.74,1008.2325,-272.6692188390314,280.53671883903144,37.00899281284293,34.491520749707064,-1.3908406640470954,0.00903814756926164,150.490881838007,4099.772680339947,4232.003333333333,-26.411463366811454,64.07389965399852,-25.920838330950573,70.98227119447711,-1.5746844476862,3909.4604784686394
2019-03-09,2019-03-09,3944.3,3865.6,3964.0,3859.7,2.48,2.03,1013.2708333333334,-284.9621034544162,296.39127012108287,43.783840945516545,35.21645856321096,1.4303791400172383,0.0403589820970722,147.19153313529225,4076.2537511464,4188.64,-26.72298524769368,-41.264251492876156,-28.543179141381188,-0.4748201839356625,1.231722173197864,3922.6099792297373
2019-03-08,2019-03-08,3865.9,3875.1,3929.0,3810.7,2.96,-0.24,1017.8416666666666,-265.92562909544165,297.683962428775,32.81303763427957,35.18013760906004,1.3454970017076566,-0.040402506465672866,146.22070933991424,4071.779534045903,4145.05,-26.67258353179713,36.980701285331634,1.7122713071858016,44.16547871079911,-0.9178255212875204,3879.7564353548114
2019-03-07,2019-03-07,3875.1,3863.1,3907.4,3847.9,2.6,0.32,1022.0333333333332,-282.5092829415957,315.9759496082625,35.017686414810534,43.1223950474228,-0.4205240912933286,-0.05264784757668554,140.02637295849178,4060.838311888608,4106.013333333333,-24.88849218235817,18.367799183256466,-29.78935054429894,76.22008640728563,-0.46209371469945165,3872.679831294327
2019-03-06,2019-03-06,3863.0,3857.2,3887.3,3816.7,2.52,0.15,1026.0949999999998,-219.4492188390315,172.3542188390317,33.35663859533592,35.358876609106076,0.5624119789558684,-0.001681266447270892,135.06734631859953,4062.628693979682,4067.7733333333335,-28.003886072196853,29.218161712409255,-23.03032910635966,40.590716062980846,-0.6447835113193718,3859.354417355507
2019-03-05,2019-03-05,3857.2,3715.9,3873.2,3705.7,3.82,3.8,1032.0491666666667,-108.0435778133905,73.59441114672384,32.50389087435163,34.75142038631107,3.8754780770369077,-0.013604138940728266,137.38396443869956,4064.395384796791,4032.933333333334,-25.560096766430288,-108.01160868368515,-35.666850983031054,-65.07805859047357,3.0506472615678453,3836.616208024449
2019-03-04,2019-03-04,3715.9,3809.7,3828.4,3681.8,2.85,-2.45,1039.2808333333332,-77.56735986467235,46.58652653133906,18.91276582998362,34.70493004651058,1.5660616155240141,-0.11013889206032527,140.099395550221,4081.5065437176563,3991.1733333333336,-25.35604378705967,108.40839088837129,33.6339806379774,76.24774977810193,-2.9738052391440934,3760.731206765655
2019-03-03,2019-03-03,3809.5,3823.2,3836.6,3789.7,1.51,-0.36,1046.3341666666665,-176.15101371082625,126.31684704415972,38.55148097906655,38.96637507011364,-1.7591793226422878,-0.0663679840822488,138.71372443949093,4075.1197428968303,3956.1800000000003,-22.30767062461562,44.389689193544655,-37.968165922829485,89.8336866406139,-1.236863112963087,3800.599163983782
2019-03-02,2019-03-02,3823.1,3821.9,3843.2,3783.6,1.61,0.03,1053.435,-156.58223165954425,98.54723165954428,40.94919494527929,35.64910813264409,0.28902841974214566,0.04378320512327409,133.06274412238443,4067.4205868182926,3945.446666666667,-27.532079886957394,35.195797051731915,-23.64436507381879,40.17364088244085,-0.7714241618843561,3817.4854043103514
2019-03-01,2019-03-01,3821.9,3816.7,3855.8,3816.4,1.74,0.14,1059.9808333333333,-2.363898326210856,-49.31693500712248,40.78716335319869,37.09386380904997,-0.730152795284977,0.005201582278401748,126.3725481136427,4059.314310020714,3936.1,-27.048343509367985,28.874346067627812,-14.335172646754017,76.383906226617,-0.6159769552347273,3819.874911030666
2019-02-28,2019-02-28,3816.6,3814.6,3883.7,3783.3,2.31,0.05,1064.9483333333333,13.401742699430347,-70.15007603276356,39.980950029391195,37.71582283152194,-2.0318825206787143,-0.0037495341624914744,124.51736610552533,4036.905330918135,3926.26,-28.206548328396387,35.22739004811592,26.895311471904733,48.14179355935403,-0.7856773018982217,3817.0356930234793
2019-02-27,2019-02-27,3814.6,3810.3,3836.4,3701.9,2.82,0.11,1067.5825,-31.414923967236465,-4.267576032763426,39.639788673106565,37.200003616004814,1.1281894133503014,-0.004681135587501294,125.23041138370209,4016.68481352378,3916.6733333333336,-25.272369811464905,27.539771524197022,-33.072795931281235,-12.501922548006405,-0.7154605497156511,3815.321422571667
2019-02-26,2019-02-26,3810.3,3833.5,3845.5,3775.0,2.09,-0.61,1069.435,47.6373196225071,-67.67231962250696,38.81806282576815,29.62143474274329,1.9088232750665746,-0.0038337032689822036,121.32109628486623,3999.7828306050965,3909.496666666667,-23.42851034958309,47.540822798234785,-35.926025356380705,60.6558640663593,-1.2285433994359911,3815.4698456096603
2019-02-25,2019-02-25,3833.7,3755.7,3870.7,3753.8,765.87,2.09,1071.9591666666665,71.60892218660948,-91.26808885327605,45.86455016332495,97.35490981235034,281.06218609589183,4.701042209426286,121.00530369309004,3981.6153615241255,3902.5633333333335,737.6652538649598,-43.45020454479027,-13.085836173936514,5.704183189594914,1.3077910633975565,3828.966669624572
