Date,Price,High,0
2017-06-06 00:00:00,2870.5,2931.2,
2017-06-05 00:00:00,2705.0,2705.4,
2017-06-04 00:00:00,2524.1,2559.8,
2017-06-03 00:00:00,2545.4,2582.8,
2017-06-02 00:00:00,2492.6,2494.0,
2017-06-01 00:00:00,2412.6,2460.8,
2017-05-31 00:00:00,2303.3,2330.6,
2017-05-30 00:00:00,2192.6,2329.3,
2017-05-29 00:00:00,2278.2,2337.4,
2017-05-28 00:00:00,2189.0,2300.5,
2017-05-27 00:00:00,2052.4,2322.4,
2017-05-26 00:00:00,2244.9,2616.5,
2017-05-25 00:00:00,2307.2,2781.8,
2017-05-24 00:00:00,2445.3,2497.0,
2017-05-23 00:00:00,2272.6,2286.3,
2017-05-22 00:00:00,2124.4,2264.8,
2017-05-21 00:00:00,2044.2,2094.9,
2017-05-20 00:00:00,2040.2,2048.4,
2017-05-19 00:00:00,1962.0,1969.7,
2017-05-18 00:00:00,1881.0,1980.5,
2017-05-17 00:00:00,1801.3,1842.8,
2017-05-16 00:00:00,1729.3,1752.6,
2017-05-15 00:00:00,1708.9,1776.7,
2017-05-14 00:00:00,1772.6,1802.8,
2017-05-13 00:00:00,1763.7,1770.5,
2017-05-12 00:00:00,1686.4,1822.5,
2017-05-11 00:00:00,1819.3,1864.8,
2017-05-10 00:00:00,1752.3,1766.2,
2017-05-09 00:00:00,1697.5,1757.4,
2017-05-08 00:00:00,1664.5,1667.7,
2017-05-07 00:00:00,1554.4,1572.9,
2017-05-06 00:00:00,1545.3,1560.4,
2017-05-05 00:00:00,1507.8,1588.1,
2017-05-04 00:00:00,1516.8,1609.8,
2017-05-03 00:00:00,1485.6,1496.4,
2017-05-02 00:00:00,1445.9,1471.1,
2017-05-01 00:00:00,1415.8,1448.7,
2017-04-30 00:00:00,1351.9,1358.9,
2017-04-29 00:00:00,1336.3,1343.7,
2017-04-28 00:00:00,1329.6,1356.2,
2017-04-27 00:00:00,1332.9,1346.8,
2017-04-26 00:00:00,1286.6,1309.2,
2017-04-25 00:00:00,1264.3,1272.6,
2017-04-24 00:00:00,1248.2,1256.4,
2017-04-23 00:00:00,1249.1,1256.2,
2017-04-22 00:00:00,1240.9,1257.0,
2017-04-21 00:00:00,1249.6,1257.0,
2017-04-20 00:00:00,1238.1,1246.6,
2017-04-19 00:00:00,1215.2,1218.2,
2017-04-18 00:00:00,1206.1,1213.9,
2017-04-17 00:00:00,1194.0,1203.0,
2017-04-16 00:00:00,1176.8,1188.0,
2017-04-15 00:00:00,1177.0,1194.8,
2017-04-14 00:00:00,1177.3,1195.4,
2017-04-13 00:00:00,1176.2,1218.7,
2017-04-12 00:00:00,1212.5,1225.5,
2017-04-11 00:00:00,1220.7,1229.6,
2017-04-10 00:00:00,1206.7,1214.9,
2017-04-09 00:00:00,1204.3,1215.1,
2017-04-08 00:00:00,1180.8,1198.2,
2017-04-07 00:00:00,1190.5,1201.2,
2017-04-06 00:00:00,1188.7,1201.6,
2017-04-05 00:00:00,1129.9,1143.8,
2017-04-04 00:00:00,1141.8,1161.2,
2017-04-03 00:00:00,1147.6,1157.9,
2017-04-02 00:00:00,1097.4,1109.5,
2017-04-01 00:00:00,1086.1,1103.7,
2017-03-31 00:00:00,1079.1,1088.2,
2017-03-30 00:00:00,1037.9,1052.7,
2017-03-29 00:00:00,1041.9,1058.7,
2017-03-28 00:00:00,1044.4,1068.4,
2017-03-27 00:00:00,1045.1,1048.8,
2017-03-26 00:00:00,969.4,1004.3,
2017-03-25 00:00:00,966.3,996.0,
2017-03-24 00:00:00,939.7,1038.4,
2017-03-23 00:00:00,1035.0,1062.8,
2017-03-22 00:00:00,1044.7,1121.9,
2017-03-21 00:00:00,1121.3,1125.5,
2017-03-20 00:00:00,1047.5,1057.5,
2017-03-19 00:00:00,1022.6,1063.7,
2017-03-18 00:00:00,971.4,1103.6,
2017-03-17 00:00:00,1071.7,1174.9,
2017-03-16 00:00:00,1172.9,1260.2,
2017-03-15 00:00:00,1253.4,1256.9,
2017-03-14 00:00:00,1243.1,1255.5,
2017-03-13 00:00:00,1238.2,1245.6,
2017-03-12 00:00:00,1225.1,1235.5,
2017-03-11 00:00:00,1179.2,1202.7,
2017-03-10 00:00:00,1112.4,1330.4,
2017-03-09 00:00:00,1191.3,1207.0,
2017-03-08 00:00:00,1147.0,1242.0,
2017-03-07 00:00:00,1232.7,1280.9,
2017-03-06 00:00:00,1277.0,1280.6,
2017-03-05 00:00:00,1271.2,1273.3,
2017-03-04 00:00:00,1264.3,1285.8,
2017-03-03 00:00:00,1283.3,1291.3,
2017-03-02 00:00:00,1255.5,1287.0,
2017-03-01 00:00:00,1222.7,1225.0,
2017-02-28 00:00:00,1189.3,1208.2,
2017-02-27 00:00:00,1188.8,1195.8,
2017-02-26 00:00:00,1171.6,1177.5,
2017-02-25 00:00:00,1149.1,1180.0,
2017-02-24 00:00:00,1176.5,1211.7,
2017-02-23 00:00:00,1171.9,1181.6,
2017-02-22 00:00:00,1120.5,1132.3,
2017-02-21 00:00:00,1119.0,1123.0,
2017-02-20 00:00:00,1077.6,1081.8,
2017-02-19 00:00:00,1048.9,1056.5,
2017-02-18 00:00:00,1052.3,1063.2,
2017-02-17 00:00:00,1049.4,1057.4,
2017-02-16 00:00:00,1031.9,1040.3,
2017-02-15 00:00:00,1008.2,1010.9,
2017-02-14 00:00:00,1008.3,1013.8,
2017-02-13 00:00:00,995.4,1007.6,
2017-02-12 00:00:00,996.5,1007.8,
2017-02-11 00:00:00,1008.3,1014.3,
2017-02-10 00:00:00,997.6,1005.6,
2017-02-09 00:00:00,979.0,1073.0,
2017-02-08 00:00:00,1055.5,1069.2,
2017-02-07 00:00:00,1049.6,1054.1,
2017-02-06 00:00:00,1024.7,1030.6,
2017-02-05 00:00:00,1016.1,1033.7,
2017-02-04 00:00:00,1031.8,1041.0,
2017-02-03 00:00:00,1013.0,1023.7,
2017-02-02 00:00:00,1004.0,1009.1,
2017-02-01 00:00:00,982.4,986.6,
2017-01-31 00:00:00,965.5,967.5,
2017-01-30 00:00:00,920.7,922.3,
2017-01-29 00:00:00,914.5,922.4,
2017-01-28 00:00:00,918.5,921.9,
2017-01-27 00:00:00,918.0,922.6,
2017-01-26 00:00:00,915.6,919.3,
2017-01-25 00:00:00,894.4,905.7,
2017-01-24 00:00:00,893.8,925.6,
2017-01-23 00:00:00,921.5,928.0,
2017-01-22 00:00:00,918.8,938.4,
2017-01-21 00:00:00,919.8,928.9,
2017-01-20 00:00:00,892.9,901.5,
2017-01-19 00:00:00,895.2,905.3,
2017-01-18 00:00:00,872.0,913.7,
2017-01-17 00:00:00,899.7,906.4,
2017-01-16 00:00:00,827.3,836.7,
2017-01-15 00:00:00,821.2,826.4,
2017-01-14 00:00:00,819.6,838.9,
2019-04-14 00:00:00,5134.8,5153.5,
2019-04-13 00:00:00,5051.8,5093.4,
2019-04-12 00:00:00,5054.2,5080.5,
2019-04-11 00:00:00,5022.6,5337.0,
2019-04-10 00:00:00,5307.8,5404.1,
2019-04-09 00:00:00,5158.4,5245.9,
2019-04-08 00:00:00,5245.2,5300.6,
2019-04-07 00:00:00,5173.6,5219.5,
2019-04-06 00:00:00,5046.2,5198.4,
2019-04-05 00:00:00,5010.2,5029.4,
2019-04-04 00:00:00,4902.4,5042.5,
2019-04-03 00:00:00,4968.7,5278.4,
2019-04-02 00:00:00,4859.3,4899.6,
2019-04-01 00:00:00,4145.1,4159.1,
2019-03-31 00:00:00,4102.3,4121.9,
2019-03-30 00:00:00,4111.8,4138.1,
2019-03-29 00:00:00,4102.2,4123.1,
2019-03-28 00:00:00,4025.6,4041.7,
2019-03-27 00:00:00,4041.7,4043.3,
2019-03-26 00:00:00,3942.8,3950.7,
2019-03-25 00:00:00,3937.0,4000.5,
