Date,Price,lstm0,lstm1,lstm2,lstm3,lstm4,lstm5,lstm6,lstm7,lstm8,lstm9,lstm10,lstm11,lstm12,lstm13,lstm14,lstm15,lstm16,lstm17,lstm18,lstm19
2017-08-25,4364.4,4396.099609375,4342.46337890625,4149.1337890625,4390.84619140625,4233.9326171875,4344.6494140625,4593.3408203125,4260.9970703125,4352.3623046875,4229.93359375,4317.23193359375,4569.08984375,4534.00927734375,4254.65576171875,4563.2802734375,4125.310546875,4334.24853515625,4486.56884765625,4627.95263671875,4344.4462890625
2017-08-26,4352.3,4418.52392578125,4410.35302734375,4148.982421875,4480.62060546875,4232.88916015625,4369.6650390625,4601.5263671875,4342.3369140625,4386.04931640625,4257.21728515625,4299.974609375,4552.80322265625,4536.54541015625,4260.8056640625,4538.1826171875,4145.8310546875,4341.80224609375,4442.4404296875,4683.64111328125,4391.607421875
2017-08-27,4345.8,4403.841796875,4494.38525390625,4144.61865234375,4574.59814453125,4243.15869140625,4383.0419921875,4615.18896484375,4418.21826171875,4402.5859375,4269.57177734375,4342.4130859375,4552.216796875,4545.83740234375,4258.14794921875,4507.466796875,4178.0244140625,4351.1533203125,4393.60205078125,4721.3076171875,4429.43017578125
2017-08-28,4390.3,4545.18310546875,4560.9765625,4276.82373046875,4474.828125,4412.48095703125,4718.1484375,4143.74462890625,4542.953125,4488.673828125,4394.84130859375,4556.16650390625,4196.39501953125,4356.51220703125,4151.578125,4345.63232421875,4490.2109375,4481.83935546875,4387.71484375,4773.10400390625,4522.837890625
2017-08-29,4597.3,4577.033203125,4625.89892578125,4438.744140625,4390.099609375,4535.00634765625,4674.57177734375,4241.75146484375,4634.1796875,4586.341796875,4495.93505859375,4638.46826171875,4240.71630859375,4311.82666015625,4336.94970703125,4296.197265625,4400.60107421875,4584.189453125,4285.8115234375,4831.1787109375,4649.1318359375
2017-08-30,4583.0,4622.1845703125,4669.47119140625,4412.5849609375,4300.798828125,4562.8310546875,4693.81005859375,4185.146484375,4668.49365234375,4690.73779296875,4593.53515625,4728.79150390625,4132.34228515625,4209.29443359375,4412.8798828125,4225.97412109375,4374.8095703125,4631.3046875,4161.8232421875,4854.06689453125,4689.11865234375
2017-08-31,4735.1,4652.14306640625,4674.06494140625,4380.59375,4143.58056640625,4568.6044921875,4679.55517578125,4032.222900390625,4703.1416015625,4699.40234375,4571.81787109375,4712.73681640625,4021.925048828125,4108.875,4415.73583984375,4164.75146484375,4325.8994140625,4600.85205078125,4065.307373046875,4812.86572265625,4689.4228515625
2017-09-01,4921.9,4631.53759765625,4640.5380859375,4372.20703125,3929.750732421875,4593.27197265625,4644.39990234375,3939.614990234375,4613.43701171875,4638.99755859375,4533.8193359375,4633.41650390625,3982.30517578125,4018.18798828125,4425.41748046875,4020.8984375,4240.02392578125,4563.3681640625,3953.8515625,4748.1767578125,4643.794921875
2017-09-02,4573.8,4548.43115234375,4625.5927734375,4375.171875,3696.906982421875,4578.02001953125,4596.95654296875,3862.462890625,4507.244140625,4564.73779296875,4516.82421875,4543.42578125,3915.16162109375,3951.343994140625,4424.7685546875,3909.075439453125,4174.42333984375,4534.7548828125,3830.234130859375,4685.50927734375,4554.76025390625
2017-09-03,4612.9,4475.3701171875,4608.35498046875,4387.5009765625,3493.25341796875,4520.28662109375,4565.49462890625,3795.6875,4400.513671875,4519.6806640625,4512.1748046875,4427.013671875,3840.19677734375,3899.03173828125,4438.93603515625,3825.17724609375,4146.13427734375,4522.658203125,3705.113525390625,4661.74072265625,4482.70068359375
2017-09-04,4267.5,4460.50537109375,4557.86083984375,4388.5654296875,3507.736083984375,4474.1689453125,4558.259765625,3756.25341796875,4396.46630859375,4472.650390625,4499.16845703125,4445.00048828125,3761.490478515625,3866.46484375,4455.6962890625,3760.90966796875,4135.69384765625,4532.8662109375,3699.53515625,4655.9619140625,4460.8564453125
2017-09-05,4409.1,4438.9296875,4508.349609375,4391.373046875,3640.745361328125,4441.54248046875,4536.228515625,3743.373291015625,4425.07421875,4426.810546875,4473.373046875,4491.64599609375,3680.20947265625,3860.2470703125,4482.875,3707.297607421875,4131.912109375,4549.2255859375,3759.3798828125,4656.4482421875,4477.33544921875
2017-09-06,4618.7,4388.103515625,4476.00048828125,4398.1796875,3755.2744140625,4414.14892578125,4500.177734375,3734.9814453125,4429.314453125,4390.02099609375,4444.9560546875,4508.2392578125,3622.36328125,3866.341064453125,4504.8193359375,3653.6044921875,4133.8330078125,4579.703125,3811.542236328125,4656.150390625,4446.70556640625
2017-09-07,4635.6,4490.22509765625,4457.6748046875,4228.9091796875,3724.92919921875,4288.01123046875,4440.71435546875,3823.400146484375,4355.916015625,4472.13037109375,4340.44873046875,4413.2802734375,3897.65185546875,3840.732177734375,4054.699462890625,3738.8466796875,4380.3388671875,4347.09619140625,3756.62255859375,4608.72021484375,4510.302734375
2017-09-08,4326.5,4442.48095703125,4367.9921875,4231.24658203125,3715.416259765625,4231.84521484375,4422.97021484375,3919.55126953125,4190.642578125,4383.8828125,4316.26806640625,4312.1748046875,3947.473388671875,3945.000732421875,4176.40478515625,3828.602294921875,4118.85205078125,4321.095703125,3748.171142578125,4562.8486328125,4330.919921875
2017-09-09,4335.1,4336.6943359375,4269.37841796875,4058.56591796875,3771.056640625,4152.70654296875,4372.306640625,4018.70166015625,4179.603515625,4313.2763671875,4228.62646484375,4272.83251953125,3834.843505859375,3888.956298828125,4169.39013671875,3660.66845703125,4036.094970703125,4189.40966796875,3804.47509765625,4508.09326171875,4216.640625
2017-09-10,4245.9,4273.86376953125,4116.52490234375,3897.4423828125,3792.40576171875,4070.2568359375,4266.17578125,4025.375,4123.9208984375,4186.90673828125,4128.9384765625,4244.267578125,3759.390380859375,3839.712646484375,4118.66064453125,3623.501220703125,3922.917724609375,4060.693603515625,3749.462890625,4467.64599609375,4124.3037109375
2017-09-11,4217.9,4170.86669921875,3930.00048828125,3774.7177734375,3804.819580078125,4010.87451171875,4071.45458984375,4024.099365234375,3962.407470703125,3994.837890625,4000.93359375,4087.80322265625,3751.277099609375,3833.072998046875,4086.7763671875,3646.8193359375,3707.00732421875,4035.189208984375,3696.1103515625,4359.43896484375,3959.298583984375
2017-09-12,4158.9,3883.0107421875,3764.59912109375,3710.158203125,3826.586181640625,3942.602783203125,3773.203857421875,4027.069091796875,3698.38037109375,3771.705078125,3911.0234375,3758.25830078125,3775.224365234375,3836.978515625,4061.723876953125,3697.24169921875,3574.91064453125,3931.927978515625,3710.100341796875,4169.67529296875,3758.90234375
2017-09-13,3870.3,3606.670166015625,3664.170654296875,3701.56591796875,3876.0791015625,3891.654541015625,3479.654296875,4047.167236328125,3486.093017578125,3626.046875,3847.466796875,3457.401611328125,3829.921630859375,3859.567138671875,4059.829833984375,3751.50634765625,3623.631103515625,3813.49267578125,3742.997802734375,3979.56640625,3547.470703125
2017-09-14,3243.1,3525.588623046875,3669.53955078125,3698.230224609375,3920.901123046875,3844.81494140625,3578.800537109375,4078.203857421875,3622.6513671875,3622.3212890625,3804.976806640625,3538.251708984375,3853.57568359375,3881.24755859375,4059.304443359375,3870.8056640625,3690.57373046875,3757.609375,3827.95751953125,3893.178955078125,3447.935546875
2017-09-15,3713.8,3587.910400390625,3702.99658203125,3690.7333984375,3953.053466796875,3802.64404296875,3754.113525390625,4095.52978515625,3787.313232421875,3638.279052734375,3771.050048828125,3656.7841796875,3852.44140625,3903.7451171875,4064.056396484375,3979.813720703125,3790.617431640625,3727.872314453125,3923.1435546875,3921.287109375,3528.9306640625
2017-09-16,3698.9,3753.5556640625,3768.874755859375,3684.447509765625,3935.370361328125,3787.59033203125,3913.140625,4085.272216796875,3931.915771484375,3653.89306640625,3740.881103515625,3756.516357421875,3831.913330078125,3932.87451171875,4073.109130859375,3973.476806640625,3877.324462890625,3715.501220703125,4005.562255859375,4015.34130859375,3642.3505859375
2017-09-17,3689.6,4019.41796875,3739.221435546875,3735.30029296875,4250.3916015625,3815.948486328125,3932.805419921875,3961.96142578125,4019.228271484375,3771.92578125,3884.29345703125,3973.69384765625,4091.23974609375,4045.659912109375,3719.918701171875,4106.73388671875,3984.103759765625,3930.403564453125,4199.9130859375,3825.520751953125,3893.1357421875
2017-09-18,4100.3,3867.554931640625,3735.892578125,3797.404296875,4293.11083984375,3855.75244140625,3938.045654296875,4017.9833984375,3922.609375,3814.603271484375,3898.455078125,3962.2216796875,4168.75,4221.490234375,3893.456787109375,4162.14111328125,3791.5615234375,3965.243896484375,4245.76318359375,3798.128662109375,3893.43115234375
2017-09-19,3908.0,3773.33642578125,3751.694091796875,3757.056884765625,4223.3125,3843.225830078125,3877.118896484375,4071.627197265625,3806.2939453125,3802.024169921875,3893.575439453125,3813.90966796875,4168.90478515625,4243.38232421875,3966.74462890625,4185.09716796875,3757.976806640625,3988.197021484375,4267.9775390625,3703.629638671875,3852.528076171875
2017-09-20,3882.2,3658.5244140625,3723.826904296875,3757.44482421875,4199.59423828125,3859.324462890625,3789.762451171875,4103.568359375,3626.683837890625,3744.503662109375,3897.998291015625,3647.764404296875,4214.35107421875,4274.65380859375,3980.81787109375,4139.0283203125,3699.478515625,3929.976806640625,4295.5224609375,3578.364990234375,3729.14453125
2017-09-21,3617.3,3612.495361328125,3706.20556640625,3774.113525390625,4211.0419921875,3851.29931640625,3710.441650390625,4134.4677734375,3572.51318359375,3725.15087890625,3923.058349609375,3617.03662109375,4263.62646484375,4338.16748046875,4010.61767578125,4162.46630859375,3666.905029296875,3939.595458984375,4293.58740234375,3592.28857421875,3658.250732421875
2017-09-22,3600.8,3663.8076171875,3711.23193359375,3820.805419921875,4227.17578125,3856.7880859375,3675.555908203125,4197.73388671875,3600.742919921875,3749.117431640625,3943.419921875,3674.692138671875,4332.396484375,4386.62744140625,4031.490478515625,4210.17138671875,3739.426025390625,3978.60009765625,4279.6064453125,3652.398681640625,3713.82275390625
2017-09-23,3788.0,3765.647705078125,3748.031494140625,3850.947998046875,4250.388671875,3894.088623046875,3706.17919921875,4286.9853515625,3731.181396484375,3805.10888671875,3971.6943359375,3723.619873046875,4380.97998046875,4434.1376953125,4057.146728515625,4266.548828125,3808.939453125,4007.220703125,4276.9501953125,3794.819091796875,3799.52734375
2017-09-24,3667.5,3897.868408203125,3819.343505859375,3896.796142578125,4278.5458984375,3926.61474609375,3852.659912109375,4396.78466796875,3879.459228515625,3889.152099609375,3990.6044921875,3832.26025390625,4421.70166015625,4473.60498046875,4082.032958984375,4324.9169921875,3916.919921875,4008.685791015625,4328.6376953125,3938.6572265625,3880.27490234375
2017-09-25,3932.8,4017.86962890625,3892.08544921875,3943.521484375,4307.544921875,3975.264404296875,4012.96240234375,4503.9208984375,4010.548095703125,3978.876220703125,4003.9677734375,3952.10400390625,4461.3544921875,4509.27490234375,4102.08642578125,4376.87890625,4057.99365234375,4018.916015625,4367.4052734375,4108.7626953125,4008.106201171875
2017-09-26,3892.7,4068.737548828125,3947.162353515625,3976.65478515625,4332.662109375,4015.819580078125,4133.60546875,4563.9462890625,4112.0517578125,4062.784423828125,4011.59130859375,4143.23779296875,4471.97265625,4534.08203125,4118.978515625,4417.69140625,4196.30810546875,4035.48779296875,4433.4873046875,4214.66796875,4178.82666015625
2017-09-27,4212.2,4180.23095703125,4143.17626953125,3966.877197265625,4482.09130859375,4018.549560546875,4291.103515625,4663.38232421875,4185.525390625,4158.27392578125,3909.18359375,4188.119140625,4739.98779296875,4638.6572265625,3826.545166015625,4694.01416015625,4429.58837890625,4096.4638671875,4544.44140625,4220.365234375,4171.94970703125
2017-09-28,4195.6,4285.9375,4282.478515625,4008.348388671875,4639.1953125,4153.33544921875,4275.595703125,4808.8857421875,4217.9970703125,4304.0595703125,3925.546142578125,4196.47412109375,4963.0234375,4892.0966796875,3909.201171875,4713.990234375,4342.70361328125,4059.22607421875,4783.12255859375,4312.23681640625,4304.49560546875
2017-09-29,4172.8,4320.53662109375,4299.029296875,4036.143310546875,4812.33251953125,4138.2353515625,4325.05078125,4939.71728515625,4340.8818359375,4341.7138671875,4060.38427734375,4320.64892578125,4906.9287109375,5014.05810546875,4040.451416015625,4871.1572265625,4467.2900390625,4119.396484375,4857.884765625,4437.03466796875,4366.2255859375
2017-09-30,4360.6,4303.2060546875,4329.53759765625,4097.34716796875,4979.02197265625,4187.689453125,4349.453125,5073.57421875,4348.146484375,4341.541015625,4155.287109375,4415.3251953125,4980.40771484375,5129.49658203125,4128.4921875,5002.771484375,4541.64404296875,4195.869140625,5055.76611328125,4534.55322265625,4385.15234375
2017-10-01,4403.1,4279.775390625,4334.2314453125,4159.44873046875,5250.22021484375,4269.45849609375,4376.607421875,5224.447265625,4342.6572265625,4339.099609375,4221.33447265625,4441.037109375,5135.99267578125,5267.76123046875,4208.23095703125,5159.1796875,4514.15625,4235.263671875,5235.38818359375,4543.755859375,4371.962890625
2017-10-02,4401.3,4276.63525390625,4367.63232421875,4217.4375,5513.12548828125,4364.49169921875,4413.83984375,5399.017578125,4267.3916015625,4339.15869140625,4282.939453125,4297.232421875,5291.517578125,5437.1005859375,4283.703125,5329.44140625,4487.58642578125,4299.44970703125,5423.64306640625,4520.1416015625,4363.126953125
2017-10-03,4314.2,4298.40283203125,4371.14599609375,4281.82080078125,5635.2998046875,4421.8955078125,4453.3994140625,5572.380859375,4258.7490234375,4368.45654296875,4329.6484375,4214.6279296875,5448.35595703125,5600.41552734375,4361.94091796875,5497.9541015625,4496.064453125,4383.462890625,5552.6767578125,4495.29345703125,4378.49609375
2017-10-04,4218.7,4340.14990234375,4378.33251953125,4346.30224609375,5672.1591796875,4498.36474609375,4483.388671875,5714.8310546875,4309.3505859375,4397.376953125,4378.283203125,4318.27734375,5597.978515625,5749.001953125,4425.67041015625,5653.25146484375,4571.01220703125,4470.21484375,5658.927734375,4489.396484375,4420.51904296875
2017-10-05,4321.4,4391.80615234375,4370.93701171875,4405.93212890625,5690.5615234375,4562.99267578125,4494.74560546875,5847.7744140625,4427.8251953125,4441.6552734375,4418.8037109375,4381.376953125,5708.67431640625,5878.85595703125,4473.0693359375,5788.2138671875,4651.2978515625,4551.87744140625,5723.54443359375,4517.49951171875,4461.2451171875
2017-10-06,4371.9,4439.95458984375,4417.22802734375,4460.0419921875,5690.74169921875,4610.16943359375,4487.40185546875,5976.29541015625,4537.08251953125,4503.5556640625,4459.83203125,4413.38134765625,5782.3466796875,6005.88720703125,4506.57666015625,5810.95556640625,4771.0380859375,4602.78271484375,5734.595703125,4575.9775390625,4469.2392578125
2017-10-07,4435.8,4606.294921875,4633.521484375,4591.4326171875,5575.49853515625,4624.126953125,4540.056640625,5913.60302734375,4569.60205078125,4550.01708984375,4594.7568359375,4527.1064453125,5777.0126953125,5871.1064453125,4731.88330078125,5779.19580078125,4632.70458984375,4732.74365234375,5758.73193359375,4643.17529296875,4543.91357421875
2017-10-08,4611.7,4743.2548828125,4819.2109375,4762.7509765625,5786.2587890625,4893.673828125,4712.51953125,6001.0712890625,4715.46533203125,4646.2431640625,4817.37646484375,4680.421875,5871.802734375,5777.33837890625,4874.53515625,5791.7783203125,4639.376953125,4848.11865234375,5785.79296875,4744.380859375,4665.27880859375
2017-10-09,4777.5,4958.68701171875,4982.82373046875,4880.92431640625,5891.1533203125,4992.49072265625,4876.35888671875,5873.43212890625,4971.29736328125,4809.65478515625,4962.30810546875,4782.72119140625,5773.22509765625,5715.66943359375,4929.68798828125,5829.5908203125,4830.44384765625,4973.5673828125,5911.77783203125,4934.26171875,4805.83837890625
2017-10-10,4763.4,5143.15283203125,5150.69091796875,5035.32275390625,5915.44287109375,5159.48388671875,5160.431640625,5858.22314453125,5182.59619140625,5024.65771484375,5123.947265625,4946.6328125,5705.16552734375,5720.31982421875,5013.54833984375,5925.00244140625,5064.05419921875,5104.87890625,5961.517578125,5170.44677734375,5050.626953125
2017-10-11,4824.2,5415.3095703125,5335.2138671875,5147.36083984375,5880.03955078125,5287.9794921875,5485.4091796875,5825.45849609375,5412.68896484375,5262.80419921875,5270.689453125,5253.375,5718.94970703125,5725.99755859375,5179.3662109375,5808.056640625,5261.14697265625,5214.86181640625,5931.40966796875,5443.345703125,5297.9404296875
2017-10-12,5432.6,5643.32373046875,5513.15771484375,5277.91455078125,5807.65380859375,5418.41845703125,5775.3798828125,5796.2919921875,5661.1865234375,5521.66357421875,5382.7216796875,5640.95556640625,5725.55615234375,5706.716796875,5342.7822265625,5836.5595703125,5396.50830078125,5341.50341796875,5831.7392578125,5692.86083984375,5570.93603515625
2017-10-13,5637.3,5791.85595703125,5643.8427734375,5422.80322265625,5692.388671875,5538.1162109375,5910.71875,5775.02685546875,5761.1591796875,5733.158203125,5497.943359375,5760.45654296875,5726.5751953125,5689.09912109375,5500.7216796875,5817.0322265625,5457.80712890625,5484.6220703125,5751.3720703125,5836.9169921875,5774.68994140625
2017-10-14,5824.7,5816.3759765625,5708.12451171875,5562.17236328125,5682.37890625,5664.44921875,5885.6455078125,5778.21630859375,5762.71240234375,5760.0703125,5602.05078125,5737.6201171875,5795.53662109375,5700.17041015625,5640.76611328125,5772.9580078125,5458.1005859375,5629.3076171875,5719.76904296875,5858.1806640625,5765.7451171875
2017-10-15,5688.1,5754.708984375,5757.677734375,5685.29443359375,5683.9453125,5759.87451171875,5785.0673828125,5788.8173828125,5773.685546875,5736.1474609375,5693.55810546875,5670.689453125,5851.3349609375,5724.5673828125,5761.3017578125,5726.630859375,5463.1181640625,5741.060546875,5733.58251953125,5840.23486328125,5772.5185546875
2017-10-16,5759.3,5658.994140625,5852.3173828125,5794.94091796875,5719.009765625,5857.88232421875,5682.2578125,5817.126953125,5775.75537109375,5689.42822265625,5769.14111328125,5556.07568359375,5890.0302734375,5697.48681640625,5860.7451171875,5682.48583984375,5489.525390625,5851.12060546875,5766.2548828125,5851.859375,5681.04638671875
2017-10-17,5598.6,5769.01220703125,5856.625,5900.93603515625,5848.5556640625,5869.43408203125,5853.08837890625,6129.00439453125,5533.51025390625,5715.62255859375,5961.60205078125,5613.24169921875,6320.07421875,6075.08251953125,5867.9755859375,5881.9189453125,5540.93505859375,5910.845703125,5932.365234375,5883.70654296875,5730.28857421875
2017-10-18,5575.8,5859.09423828125,5860.6181640625,5957.38916015625,6032.9150390625,5985.30908203125,6003.00634765625,6326.1396484375,5636.630859375,5754.107421875,5981.1162109375,5649.0537109375,6374.396484375,6187.802734375,5856.0244140625,6038.78173828125,5669.77734375,5934.17822265625,6024.20263671875,5983.5673828125,5716.26220703125
2017-10-19,5698.6,5929.228515625,5957.412109375,5730.017578125,6132.1552734375,5879.5322265625,6096.97705078125,6466.55712890625,5820.27001953125,5882.77880859375,5756.18505859375,5924.9091796875,6456.1845703125,6440.93408203125,5790.3779296875,6335.87060546875,5763.10498046875,5791.78662109375,6294.603515625,6086.39501953125,5856.810546875
2017-10-20,5993.1,5939.26513671875,5952.25341796875,5716.943359375,6323.40234375,5795.04345703125,6117.0546875,6568.455078125,5898.47265625,5973.9287109375,5714.181640625,6088.4970703125,6577.6513671875,6590.330078125,5755.5166015625,6533.39306640625,5793.78759765625,5807.61328125,6487.4140625,6115.5947265625,5919.23779296875
2017-10-21,6006.6,5900.38037109375,5949.50732421875,5708.06884765625,6612.2431640625,5810.26513671875,6060.08056640625,6680.54150390625,5896.740234375,5962.73876953125,5663.73193359375,6074.9619140625,6704.6533203125,6724.31103515625,5756.90283203125,6758.359375,5736.283203125,5878.818359375,6689.935546875,6119.3095703125,5920.74072265625
2017-10-22,5982.9,5848.30419921875,5849.84912109375,5679.798828125,6894.5205078125,5835.09619140625,5952.267578125,6795.57470703125,5778.57568359375,5809.99169921875,5640.24462890625,5998.80224609375,6825.0771484375,6871.248046875,5792.50927734375,6884.98046875,5651.44580078125,5845.70703125,6942.8916015625,6048.01171875,5817.45166015625
2017-10-23,5903.6,5809.87060546875,5725.7333984375,5690.095703125,7095.05517578125,5859.9765625,5852.6396484375,6911.49951171875,5618.09228515625,5668.14404296875,5657.7802734375,5706.14404296875,6932.90966796875,7010.353515625,5822.8486328125,7020.9873046875,5467.900390625,5845.888671875,7108.01611328125,5923.70654296875,5701.10546875
2017-10-24,5513.1,5791.638671875,5642.73486328125,5702.71630859375,7210.40966796875,5872.5419921875,5800.3974609375,7024.96142578125,5647.7900390625,5662.578125,5686.2080078125,5649.77197265625,7037.689453125,7138.28125,5831.26611328125,7158.0361328125,5305.80078125,5871.0625,7209.63037109375,5953.64697265625,5671.46337890625
2017-10-25,5734.0,5795.91552734375,5616.25146484375,5731.04736328125,7264.4169921875,5893.091796875,5793.48583984375,7143.42431640625,5755.68994140625,5712.3046875,5735.671875,5748.30810546875,7137.53466796875,7214.681640625,5830.3291015625,7289.93896484375,5277.146484375,5911.1875,7274.1767578125,6006.7529296875,5690.32666015625
2017-10-26,5887.6,5826.82763671875,5585.99560546875,5760.06005859375,7286.57666015625,5913.23876953125,5815.12353515625,7252.3642578125,5835.42138671875,5724.38134765625,5775.24609375,5888.17138671875,7211.48583984375,7256.60693359375,5818.20068359375,7411.666015625,5335.29443359375,5920.5986328125,7356.5771484375,6047.7451171875,5728.34326171875
2017-10-27,5764.6,5988.23193359375,5868.09033203125,6112.9912109375,7188.390625,6161.734375,5954.6240234375,6912.51806640625,5754.921875,5815.0302734375,6229.93017578125,5844.0908203125,6923.4365234375,7180.43505859375,6166.427734375,6922.39111328125,5815.06494140625,6127.69482421875,7013.248046875,6097.48291015625,5897.85400390625
2017-10-28,5726.6,6064.10009765625,5992.9521484375,6263.41455078125,7229.80322265625,6363.873046875,6104.6337890625,6959.99951171875,5950.03076171875,6019.09130859375,6389.255859375,5959.12109375,6871.32763671875,6837.458984375,6337.9873046875,6780.30615234375,5969.66357421875,6274.44873046875,6817.07666015625,6098.9091796875,6000.37109375
2017-10-29,6147.5,6258.77490234375,6260.380859375,6396.96630859375,6953.3779296875,6452.40771484375,6345.328125,6845.83740234375,6205.8701171875,6288.15087890625,6469.3994140625,6154.87353515625,6688.712890625,6815.9228515625,6491.9658203125,6695.79443359375,6176.88134765625,6495.41796875,6636.57421875,6280.04150390625,6256.29443359375
2017-10-30,6124.3,6448.5693359375,6508.42138671875,6514.83642578125,6526.2744140625,6544.41357421875,6617.5478515625,6804.9365234375,6407.859375,6516.427734375,6591.19873046875,6435.02880859375,6631.14404296875,6785.7666015625,6599.21435546875,6625.66552734375,6483.10546875,6601.71826171875,6518.89892578125,6498.55615234375,6431.0478515625
2017-10-31,6451.2,6648.7353515625,6745.7998046875,6647.33056640625,6129.04345703125,6707.25048828125,6897.6171875,6807.736328125,6670.275390625,6727.95166015625,6745.9189453125,6728.232421875,6625.220703125,6777.11669921875,6705.58251953125,6641.3525390625,6658.30615234375,6763.84326171875,6388.48388671875,6791.0244140625,6678.62939453125
2017-11-01,6737.8,6839.01171875,6926.80517578125,6792.98876953125,5968.51953125,6810.97119140625,7142.82470703125,6801.8369140625,6928.0185546875,6952.7412109375,6865.947265625,7001.0400390625,6636.57373046875,6820.0341796875,6810.31005859375,6717.8310546875,6773.9697265625,6930.6142578125,6387.8359375,7117.375,6919.14892578125
2017-11-02,7024.8,6977.43212890625,7110.9091796875,6949.18994140625,6259.75244140625,6911.86962890625,7343.7060546875,6790.68115234375,7165.078125,7110.3876953125,6963.37451171875,7192.49267578125,6668.2314453125,6859.6220703125,6909.85595703125,6831.115234375,6850.55029296875,7101.49609375,6634.255859375,7300.3017578125,7139.7177734375
2017-11-03,7152.1,7065.75537109375,7262.2763671875,7085.4990234375,6790.90185546875,6977.8427734375,7483.48876953125,6789.71044921875,7246.68505859375,7183.0751953125,7091.89794921875,7332.9716796875,6707.42333984375,6839.6142578125,6997.861328125,6964.880859375,6871.43798828125,7241.484375,6875.1142578125,7385.734375,7176.8134765625
2017-11-04,7363.8,7119.96240234375,7319.55029296875,7204.55908203125,7273.32080078125,7024.84716796875,7520.33544921875,6794.89892578125,7202.74365234375,7209.52880859375,7175.640625,7273.5966796875,6757.8271484375,6807.2822265625,7087.849609375,7161.0966796875,6832.6494140625,7320.55078125,7062.5927734375,7346.9853515625,7093.29638671875
2017-11-05,7389.5,7116.52197265625,7316.1318359375,7242.259765625,7644.92431640625,7052.927734375,7452.20361328125,6794.42236328125,7105.15185546875,7207.3037109375,7215.755859375,7093.5146484375,6822.24609375,6790.15625,7144.72509765625,7358.98095703125,6759.95654296875,7351.0849609375,7281.380859375,7242.37548828125,7096.7431640625
2017-11-06,6959.2,7348.6005859375,7053.27587890625,6910.96435546875,7997.796875,7060.35546875,7178.138671875,7652.27587890625,6990.08935546875,7115.73779296875,6748.7236328125,7208.98828125,7735.32080078125,7475.06982421875,6796.75390625,7751.91650390625,7185.23095703125,6895.6025390625,7730.58203125,7257.58203125,7161.8701171875
2017-11-07,7102.8,7344.1171875,6990.4658203125,6904.26806640625,7932.7421875,6964.876953125,7452.89208984375,7636.73583984375,6944.6171875,7077.43798828125,6731.74365234375,7389.6318359375,7867.55615234375,7588.0537109375,6795.80029296875,7853.0830078125,7180.64892578125,6780.404296875,7810.4560546875,7192.22265625,7094.765625
2017-11-08,7444.4,7128.05517578125,6818.7470703125,6679.41552734375,7983.97900390625,6873.41455078125,7278.10107421875,7781.46142578125,6924.0302734375,6853.67236328125,6594.28955078125,7202.2548828125,7855.18359375,7811.77783203125,6898.11376953125,8006.62841796875,7091.671875,6692.7421875,7935.24462890625,7098.05810546875,6844.3271484375
2017-11-09,7129.6,6567.96435546875,6496.189453125,6524.7861328125,7915.66015625,6816.2783203125,6856.22265625,7868.22412109375,6565.53515625,6575.2041015625,6590.04150390625,6695.7333984375,7960.86328125,7971.58740234375,6922.71435546875,8022.90283203125,6852.71337890625,6666.25927734375,8060.91259765625,6781.73095703125,6604.08544921875
2017-11-10,6565.8,6151.04638671875,6250.90234375,6451.14892578125,7934.1474609375,6819.84423828125,6294.1982421875,8015.17626953125,6136.703125,6273.8896484375,6599.25927734375,6226.37451171875,8121.1279296875,8090.27392578125,6981.96728515625,8114.181640625,6412.76904296875,6672.37890625,8118.63720703125,6409.03125,6263.6162109375
2017-11-11,6339.9,6053.5859375,6101.23486328125,6474.64306640625,8011.4658203125,6797.2275390625,6122.52294921875,8207.9765625,6053.25634765625,6127.33056640625,6652.765625,5993.3388671875,8305.4560546875,8233.20703125,7031.16650390625,8269.1552734375,6249.44970703125,6721.58984375,8141.248046875,6221.68017578125,6021.02587890625
2017-11-12,5878.1,6377.28955078125,6397.84716796875,6557.74560546875,8170.71142578125,6799.80517578125,6325.2890625,8430.8046875,6491.994140625,6382.46826171875,6730.9404296875,6368.7216796875,8524.1494140625,8416.8837890625,7078.365234375,8471.373046875,6436.95556640625,6817.1064453125,8135.88671875,6495.84912109375,6201.55908203125
2017-11-13,6522.5,6589.59912109375,6743.19140625,6657.2666015625,8512.001953125,6838.1123046875,6660.5009765625,8693.6220703125,6836.7109375,6770.80517578125,6868.60986328125,6718.42236328125,8721.0322265625,8642.3994140625,7113.74072265625,8581.8486328125,6692.33349609375,6896.1328125,8324.7734375,6927.7890625,6612.8125
2017-11-14,6597.1,7057.2197265625,7107.943359375,6733.66748046875,8901.0,6874.841796875,7244.74951171875,8939.4404296875,7336.681640625,7219.2099609375,7009.80126953125,7290.59033203125,8894.5322265625,8855.1162109375,7145.8271484375,8678.0888671875,7016.859375,6990.54541015625,8685.5771484375,7461.7548828125,7103.06591796875
2017-11-15,7283.2,7584.68896484375,7390.673828125,6794.29052734375,9209.056640625,6904.6728515625,7653.76904296875,9138.701171875,7471.06982421875,7678.0546875,7083.70654296875,7804.4208984375,9042.9951171875,9009.060546875,7159.1669921875,8778.1796875,7238.435546875,7080.630859375,9042.9091796875,7925.95068359375,7580.91064453125
