,Train MSE,Dev MSE,Test MSE,Train MAE,Dev MAE,Test MAE
0,7.560612931979322e-05,0.00014694090657996225,0.00031763249291324775,0.0058259971536148555,0.0073390130846207645,0.014170981306254639
