,Train MSE,Dev MSE,Test MSE,Train MAE,Dev MAE,Test MAE
0,5.6948050174848554e-05,0.00013420798136325903,0.00024084891043713418,0.005586258201237623,0.00726063278348109,0.01246574532708426
